,DN,target,Name,x_centroid,y_centroid,area_m,perimeter,glaciersum,mean_elevation,median_elevation,std_elevation,min_elevation,max_elevation,range_elevation,variance_elevation,region,region_name,mean_slope,median_slope,std_slope,min_slope,max_slope,range_slope,variance_slope,glarea_percent,glacier,x_wgs,y_wgs,M,Rc,Cc,mean_annual_T,mean_jan_T,mean_july_T,mean_monsoon_T,mean_no_monsoon_T,count_zeros
1003,204,1,DF,5266748.765,-1760235.95,264347.685,3106.473,0.0,2813.3455056179773,2816.0,179.48813380396422,2342.0,3204.0,862.0,32215.99017642976,7,tadjikistan,45.12141004573093,45.40643310546875,8.800606296301629,15.146063804626465,66.52159881591797,51.375535011291504,77.45067118250388,0.0,0,71.52,38.451,443195.1728675979,0.3442311826435015,1.7165286689254442,-8.256958,-21.090866,5.419281,-0.15045166,-16.397156,10.625
1004,205,1,DF,5266161.941,-1761247.15,2107355.986,7847.932,0.0,3431.254756871036,3480.5,396.536504904542,2469.0,4181.0,1712.0,157241.19972190988,7,tadjikistan,41.61489759917996,41.8370475769043,8.174644527081597,3.944910287857056,64.48944854736328,60.54453825950623,66.8248131441451,0.0,0,71.508,38.453,2485265.0528727886,0.4299691600364846,1.5358808041026204,-8.256958,-21.090866,5.419281,-0.15045166,-16.397156,10.625
1005,206,1,DF,5268238.284,-1764485.05,6544832.862,13897.38,0.0,3305.9854776491943,3297.0,449.7606640017224,2238.0,4417.0,2179.0,202284.6548832702,7,tadjikistan,35.743332280941175,36.41292572021485,7.744144177559249,1.051189780235291,61.67290496826172,60.62171518802643,59.9717690428248,0.0,0,71.483,38.423,5574507.580667852,0.4258361815327223,1.543316098199887,-4.720764,-18.838806,10.635468,4.2635193,-13.742706,10.75
1006,207,0,FF,5269823.973,-1773274.76,9150439.682,21309.316,0.0,3191.861803132354,3101.0,739.4527123868453,1790.0,4990.0,3200.0,546790.3138562625,7,tadjikistan,38.7491891787519,39.28453826904297,9.637817359636658,2.000816822052002,69.52423858642578,67.52342176437378,92.88752345771373,0.0,0,71.402,38.38,9679901.980065707,0.2532286310729518,2.001334869073592,-4.647644,-18.507858,10.41037,4.1244507,-13.456177,10.625
1007,208,0,FF,5269318.218,-1776518.15,27844127.82,31827.725,245047.397,3485.088404714918,3528.0,757.0393789349104,1700.0,5262.0,3562.0,573108.6212581549,7,tadjikistan,38.21958826646257,38.63919448852539,11.241379520294844,0.831073462963104,82.13885498046875,81.30778151750565,126.36861351930432,0.880068496252148,1,71.369,38.375,18795796.07508605,0.3454079178804081,1.7136022405636548,-4.647644,-18.507858,10.41037,4.1244507,-13.456177,10.625
1008,209,0,FF,5266815.206,-1767680.26,742.55,108.999,0.0,2810.0,2810.0,0.0,2810.0,2810.0,0.0,0.0,7,tadjikistan,28.60268211364746,28.60268211364746,0.0,28.60268211364746,28.60268211364746,0.0,0.0,0.0,0,71.447,38.427,0.0,0.7853993532502325,1.136399139196378,-4.647644,-18.507858,10.41037,4.1244507,-13.456177,10.625
1009,212,0,FF,5210727.113,-1677069.93,21936794.11,23345.988,1468376.02,4522.18148286014,4647.0,520.1035184621107,2820.0,5452.0,2632.0,270507.6699166672,7,tadjikistan,31.09592604630288,33.27968215942383,12.603566082065148,0.0,66.80111694335938,66.80111694335938,158.84987798498304,6.693667327308475,1,72.159,39.241,12327427.712246891,0.5057763375374532,1.4161097472786364,-9.033142,-20.693954,2.4258728,-1.7719727,-16.324615,16.0
1010,213,0,FF,5210390.981,-1679740.49,9367264.188,22181.308,420937.863,4328.608719778042,4379.0,545.3199624858672,2782.0,5408.0,2626.0,297373.8614855876,7,tadjikistan,31.689984573185846,33.031333923339844,10.09888849501318,2.349477767944336,66.2113037109375,63.86182594299317,101.98754883470956,4.493711873091457,1,72.132,39.236,8037132.094204294,0.2392480068423493,2.0589793999884662,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1011,214,1,DF,5210508.616,-1681970.43,5330021.589,14333.376,0.0,4239.724714405127,4323.5,485.254076841261,2862.0,5264.0,2402.0,235471.51909106443,7,tadjikistan,35.22818004674784,36.74192237854004,10.517432971491765,1.894580960273743,65.12512969970703,63.23054873943329,110.61639630982204,0.0,0,72.11,39.228,5545458.852068127,0.3260181996838846,1.7638239822905526,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1012,215,0,FF,5208510.641,-1683860.73,17156610.31,26159.774,1539005.273,4383.450032460506,4381.0,491.9072844344318,2725.0,5532.0,2807.0,241972.776479657,7,tadjikistan,32.74284474592502,33.93770217895508,11.42841290480489,0.371688187122345,68.47980499267578,68.10811680555344,130.60862152271096,8.97033414638419,1,72.084,39.242,11626745.2293605,0.3150455688253489,1.7942769496138034,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1014,216,1,DF,5209315.128,-1686749.85,5733226.064,15314.368,0.0,4180.439580365238,4253.0,506.6109609208983,2759.0,5298.0,2539.0,256654.665725196,7,tadjikistan,30.17270443779464,29.874971389770508,9.11083938856668,1.175232887268066,65.70581817626953,64.53058528900146,83.00739436425809,0.0,0,72.058,39.225,6079421.207592326,0.3071926163782731,1.8170663227294463,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1015,217,0,FF,5219360.733,-1693579.18,61541032.21,54390.53,20350232.76,4455.652754651415,4365.0,828.4281169513432,2665.0,7135.0,4470.0,686293.1449555483,7,tadjikistan,34.31126962162824,36.25334930419922,14.66083884690835,0.0,77.87191009521484,77.87191009521484,214.9401956950169,33.06774688236904,1,72.023,39.109,35066297.359213576,0.2614135282852894,1.969754658832308,-9.645081,-21.115295,1.6320801,-2.5507507,-16.76883,16.375
1016,246,0,FF,5223255.707,-1687674.9,106900278.9,65821.953,2632820.911,4542.553719524901,4498.0,728.1239368569095,2722.0,6610.0,3888.0,530164.4674240048,7,tadjikistan,35.60685819610586,37.12617492675781,15.191260242303288,0.0,79.14080047607422,79.14080047607422,230.7743877493845,2.4628756239849245,1,72.094,39.09,40199039.411460094,0.3100610219615018,1.8086418622623903,-10.189209,-21.551453,0.9723816,-3.1499329,-17.2574,16.625
1018,219,1,DF,5214594.485,-1686647.52,805666.401,6267.446,0.0,3737.9023041474657,3733.0,353.60811400422045,2889.0,4457.0,1568.0,125038.69828962177,7,tadjikistan,41.31226311345255,41.69585037231445,7.117698774803215,13.189327239990234,61.478492736816406,48.28916549682617,50.6616358488352,0.0,0,72.076,39.175,1407419.8909679456,0.2577412407946495,1.9837375232523184,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1020,220,1,DF,5213957.374,-1686550.6,150737.585,3106.473,0.0,3277.344827586207,3266.0,228.5472848001093,2789.0,3738.0,949.0,52233.86138950227,7,tadjikistan,42.48277960152462,42.90794372558594,8.758619601609668,20.38176727294922,62.35318756103516,41.97142028808594,76.71341732570112,0.0,0,72.075,39.182,368448.66642259,0.1962891301785954,2.273149715773675,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1022,221,1,DF,5214800.3,-1685869.17,496023.185,5068.456,0.0,3858.1497005988026,3903.0,366.101624887707,2943.0,4502.0,1559.0,134030.3997454193,7,tadjikistan,45.00441272387248,45.47656440734863,7.497651631732245,11.376583099365234,63.44442367553711,52.06784057617188,56.21477999081719,0.0,0,72.085,39.176,1097986.7607134362,0.2426389284329034,2.044541480234015,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1023,222,1,DF,5214827.28,-1685397.32,520527.324,6430.944,0.0,3775.273894436519,3711.0,514.8778526562149,2843.0,4660.0,1817.0,265099.203155875,7,tadjikistan,43.53008282949853,44.16573333740234,8.587094291040756,1.33991551399231,62.42592239379883,61.08600687980652,73.73818836322476,0.0,0,72.09,39.177,1310921.5210627357,0.1581626526619459,2.5323527149554907,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1025,223,1,DF,5214997.635,-1683936.5,382413.084,5504.452,0.0,3742.2699029126215,3780.0,503.3411618481746,2794.0,4710.0,1916.0,253352.3252106703,7,tadjikistan,43.71309686494105,43.64096450805664,8.369269353425,13.363571166992188,62.06646728515625,48.70289611816406,70.04466951017892,0.0,0,72.105,39.18,1184845.9167742883,0.1586041070219296,2.528826018364028,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1026,224,1,DF,5215308.641,-1683229.91,722500.837,5831.45,0.0,3768.6145940390543,3755.0,432.71569421183455,2824.0,4758.0,1934.0,187242.87201722988,7,tadjikistan,44.69977475878881,43.92877578735352,7.688146204665443,15.408937454223633,64.19367218017578,48.78473472595215,59.10759206431165,0.0,0,72.113,39.179,1643900.9522103125,0.2669900680663185,1.9490752769027444,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1028,225,1,DF,5215791.459,-1682528.39,499735.933,5613.452,0.0,3862.191679049034,3888.0,348.2670796981677,2838.0,4544.0,1706.0,121289.9588014899,7,tadjikistan,41.60025236546373,41.9472770690918,8.302492794985572,13.49731159210205,61.69467926025391,48.197367668151855,68.93138661078734,0.0,0,72.121,39.177,1206005.576229558,0.1992922522695421,2.25595773049836,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1030,226,1,DF,5216539.39,-1679908.77,742.55,108.999,0.0,2882.0,2882.0,0.0,2882.0,2882.0,0.0,0.0,7,tadjikistan,27.35880279541016,27.35880279541016,0.0,27.35880279541016,27.35880279541016,0.0,0.0,0.0,0,72.15,39.178,0.0,0.7853993532502325,1.136399139196378,-9.033142,-20.693954,2.4258728,-1.7719727,-16.324615,16.0
1031,227,1,DF,5217056.496,-1680587.8,474489.244,5449.953,0.0,3499.8231611893584,3538.0,390.6108594655517,2772.0,4136.0,1364.0,152576.84353241694,7,tadjikistan,37.87272797317385,38.0418701171875,8.515107163668889,7.537304878234863,62.45985412597656,54.9225492477417,72.50705000876522,0.0,0,72.145,39.171,939566.5705552876,0.2007477665270074,2.2477644832223485,-9.61261,-21.379593,1.8929749,-2.3233032,-16.932404,15.875
1033,232,0,FF,5220592.442,-1680903.21,24373355.56,28278.952,2792944.601,4316.687972215452,4319.0,619.9947497923134,2762.0,5884.0,3122.0,384393.4897700334,7,tadjikistan,38.8751901073439,40.22079277038574,13.49558158587378,0.743345081806183,74.08908081054688,73.34573572874069,182.13072234097544,11.45900733333412,1,72.153,39.136,15413120.038917333,0.3829998171073421,1.6273346900808454,-8.7291565,-20.082993,2.374878,-1.6749878,-15.812195,17.125
1034,229,1,DF,5217629.38,-1677756.04,742.55,108.999,0.0,2832.0,2832.0,0.0,2832.0,2832.0,0.0,0.0,7,tadjikistan,17.974544525146484,17.974544525146484,0.0,17.974544525146484,17.974544525146484,0.0,0.0,0.0,0,72.175,39.174,0.0,0.7853993532502325,1.136399139196378,-9.033142,-20.693954,2.4258728,-1.7719727,-16.324615,16.0
1035,230,0,FF,5221335.348,-1670153.36,742.55,108.999,0.0,2774.0,2774.0,0.0,2774.0,2774.0,0.0,0.0,7,tadjikistan,6.700934410095215,6.700934410095215,0.0,6.700934410095215,6.700934410095215,0.0,0.0,0.0,0,72.262,39.162,0.0,0.7853993532502325,1.136399139196378,-8.576202,-20.110489,2.822876,-1.3618164,-15.821381,16.6875
1036,231,1,DF,5219237.117,-1680099.52,742.55,108.999,0.0,3451.0,3451.0,0.0,3451.0,3451.0,0.0,0.0,7,tadjikistan,20.3960189819336,20.3960189819336,0.0,20.3960189819336,20.3960189819336,0.0,0.0,0.0,0,72.156,39.151,0.0,0.7853993532502325,1.136399139196378,-9.033142,-20.693954,2.4258728,-1.7719727,-16.324615,16.0
1038,232,1,DF,5219373.365,-1680154.02,742.55,108.999,0.0,3460.0,3460.0,0.0,3460.0,3460.0,0.0,0.0,7,tadjikistan,16.197635650634766,16.197635650634766,0.0,16.197635650634766,16.197635650634766,0.0,0.0,0.0,0,72.156,39.15,0.0,0.7853993532502325,1.136399139196378,-9.033142,-20.693954,2.4258728,-1.7719727,-16.324615,16.0
1040,233,1,DF,5219522.124,-1679075.42,163360.929,2942.975,0.0,3908.5545454545454,3921.0,223.0149235268853,3465.0,4309.0,844.0,49735.65611570249,7,tadjikistan,43.29989858107133,44.53651237487793,10.481057504100844,12.185321807861328,64.0875015258789,51.90217971801758,109.85256640426864,0.0,0,72.167,39.152,341127.35264142044,0.2370199557890983,2.0686342423903192,-9.033142,-20.693954,2.4258728,-1.7719727,-16.324615,16.0
1041,234,0,FF,5225962.851,-1663623.53,11162749.31,19783.329,2251148.614,4437.06658684228,4540.0,541.136039415381,2856.0,5535.0,2679.0,292828.2131541647,7,tadjikistan,41.68339528920828,42.90446472167969,13.65140081742491,0.525639116764069,73.98979949951172,73.46416038274765,186.3607442779896,20.166614437747324,1,72.342,39.138,8950726.756559588,0.3584117910917708,1.6822286353282292,-7.696106,-19.01207,3.3546753,-0.6460266,-14.774445,15.5625
1042,235,1,DF,5226035.088,-1665312.52,359394.044,3978.466,0.0,3893.6425619834713,3937.0,353.8379046031278,3015.0,4774.0,1759.0,125201.26273393218,7,tadjikistan,55.81932407174229,58.77639389038086,12.196751365225513,8.580638885498047,76.12727355957031,67.54663467407227,148.76074386513042,0.0,0,72.325,39.132,1054511.3954119056,0.2853313148679826,1.8853910748767173,-7.696106,-19.01207,3.3546753,-0.6460266,-14.774445,15.5625
1043,236,1,DF,5231118.014,-1663975.89,245783.943,3433.47,0.0,3385.845921450151,3375.0,283.5377239669677,2933.0,3965.0,1032.0,80393.64091236837,7,tadjikistan,40.97774114781636,40.95991897583008,9.060186869525753,7.141379833221436,62.27425003051758,55.13287019729614,82.08698611072685,0.0,0,72.355,39.088,511630.528906976,0.2619973248724775,1.967558878111885,-8.222656,-19.505844,2.8777466,-1.1713257,-15.302765,15.5
1044,237,1,DF,5230975.571,-1661885.31,2871439.605,10736.407,1571.087,4282.161882596328,4323.0,510.2204071670467,2979.0,5207.0,2228.0,260324.8638897069,7,tadjikistan,40.13966076214368,40.886077880859375,7.371029809612152,4.587764263153076,64.70115661621094,60.11339235305786,54.332080454190965,0.054714262395221,1,72.375,39.095,3775417.891596415,0.3130340766803716,1.800032544389411,-8.222656,-19.505844,2.8777466,-1.1713257,-15.302765,15.5
1045,238,0,FF,5233709.483,-1662521.63,361621.693,3705.968,0.0,3084.870636550308,3034.0,131.16028448460878,2951.0,3456.0,505.0,17203.020226083507,7,tadjikistan,25.795857384341943,28.30170249938965,15.6166732172338,0.371688187122345,57.776344299316406,57.40465611219406,243.8804823738675,0.0,0,72.377,39.067,303681.6956244235,0.3308727561739704,1.7508367794467703,-8.222656,-19.505844,2.8777466,-1.1713257,-15.302765,15.5
1046,239,1,DF,5218528.623,-1688029.2,742.55,108.999,0.0,3412.0,3412.0,0.0,3412.0,3412.0,0.0,0.0,7,tadjikistan,19.815168380737305,19.815168380737305,0.0,19.815168380737305,19.815168380737305,0.0,0.0,0.0,0,72.075,39.134,0.0,0.7853993532502325,1.136399139196378,-10.189209,-21.551453,0.9723816,-3.1499329,-17.2574,16.625
1048,240,1,DF,5218855.62,-1688056.45,742.55,108.999,0.0,3483.0,3483.0,0.0,3483.0,3483.0,0.0,0.0,7,tadjikistan,20.720117568969727,20.720117568969727,0.0,20.720117568969727,20.720117568969727,0.0,0.0,0.0,0,72.076,39.131,0.0,0.7853993532502325,1.136399139196378,-10.189209,-21.551453,0.9723816,-3.1499329,-17.2574,16.625
1050,241,1,DF,5219334.179,-1688660.03,257664.738,3869.467,0.0,4028.040345821325,4039.0,246.21429617352905,3530.0,4644.0,1114.0,60621.47964022629,7,tadjikistan,42.78864444435845,43.58391189575195,8.807802849334703,16.27777099609375,60.71024703979492,44.43247604370117,77.5773910327485,0.0,0,72.072,39.124,565474.0570521764,0.2162532076619694,2.165682996316138,-10.189209,-21.551453,0.9723816,-3.1499329,-17.2574,16.625
