iter	Passed	Remaining
0	3	3809
1	7	3514
2	10	3370
3	13	3384
4	16	3365
5	20	3357
6	23	3329
7	27	3368
8	30	3356
9	34	3386
10	37	3378
11	40	3353
12	44	3341
13	47	3329
14	50	3312
15	53	3289
16	56	3284
17	60	3301
18	63	3267
19	67	3299
20	70	3294
21	75	3356
22	79	3360
23	82	3354
24	85	3348
25	88	3331
26	91	3313
27	95	3297
28	98	3288
29	102	3299
30	106	3320
31	109	3307
32	112	3308
33	116	3306
34	119	3289
35	122	3279
36	125	3267
37	128	3262
38	132	3258
39	136	3272
40	140	3280
41	143	3262
42	146	3265
43	149	3249
44	152	3243
45	155	3229
46	158	3218
47	162	3214
48	165	3213
49	169	3222
50	173	3219
51	176	3217
52	179	3212
53	182	3204
54	186	3200
55	190	3219
56	196	3246
57	201	3272
58	207	3310
59	214	3354
60	220	3391
61	225	3406
62	228	3400
63	233	3414
64	239	3447
65	243	3448
66	246	3437
67	250	3438
68	253	3423
69	257	3423
70	261	3420
71	264	3415
72	268	3408
73	272	3413
74	276	3409
75	279	3403
76	283	3395
77	286	3390
78	290	3386
79	294	3387
80	297	3380
81	300	3367
82	303	3356
83	306	3341
84	309	3330
85	312	3318
86	315	3309
87	319	3314
88	323	3306
89	328	3318
90	332	3326
91	337	3326
92	339	3315
93	343	3307
94	345	3296
95	349	3286
96	355	3312
97	359	3311
98	366	3333
99	373	3359
100	377	3364
101	384	3385
102	390	3402
103	394	3398
104	400	3412
105	406	3432
106	412	3444
107	418	3458
108	425	3478
109	431	3492
110	436	3498
111	442	3504
112	448	3517
113	454	3533
114	460	3546
115	465	3547
116	470	3549
117	471	3527
118	477	3532
119	483	3548
120	490	3564
121	496	3571
122	501	3573
123	505	3568
124	511	3577
125	517	3587
126	523	3595
127	529	3606
128	536	3623
129	541	3622
130	547	3633
131	551	3623
132	553	3610
133	558	3608
134	562	3605
135	568	3613
136	573	3612
137	578	3613
138	584	3617
139	587	3611
140	592	3612
141	599	3619
142	603	3618
143	608	3616
144	613	3615
145	616	3607
146	621	3607
147	627	3609
148	631	3605
149	634	3596
150	640	3601
151	644	3595
