iter	Passed	Remaining
0	9	9645
1	16	8357
2	22	7642
3	28	7094
4	35	6987
5	43	7269
6	50	7218
7	55	6845
8	58	6468
9	62	6213
10	69	6270
11	74	6133
12	77	5855
13	79	5627
14	83	5489
15	86	5318
16	89	5179
17	92	5050
18	96	4962
19	99	4897
20	103	4817
21	106	4747
22	110	4675
23	113	4614
24	117	4573
25	120	4497
26	123	4441
27	126	4389
28	130	4368
29	134	4338
30	138	4327
31	141	4277
32	144	4234
33	147	4196
34	150	4150
35	153	4115
36	157	4088
37	160	4053
38	163	4034
39	167	4018
40	170	3995
41	176	4020
42	182	4060
43	188	4094
44	192	4089
45	197	4102
46	203	4132
47	207	4118
48	212	4121
49	217	4128
50	220	4100
51	223	4072
52	226	4049
53	229	4024
54	232	3999
55	236	3986
56	240	3973
57	243	3956
58	247	3941
59	251	3933
60	255	3927
61	258	3913
62	261	3892
63	265	3877
64	271	3911
65	278	3940
66	285	3976
67	291	3998
68	297	4018
69	303	4030
70	309	4048
71	313	4040
72	318	4049
73	325	4069
74	331	4085
75	338	4111
76	343	4116
77	348	4119
78	354	4128
79	359	4138
80	366	4154
81	372	4173
82	378	4177
83	384	4195
84	390	4205
85	396	4217
86	403	4230
87	408	4237
88	412	4218
89	416	4215
90	420	4197
91	424	4189
92	429	4186
93	433	4181
94	436	4162
95	441	4154
96	446	4156
97	450	4142
98	453	4123
99	459	4134
100	462	4117
101	465	4096
102	468	4080
103	472	4071
104	476	4061
105	479	4047
106	483	4034
107	487	4022
108	490	4011
109	494	4002
110	498	3989
111	501	3976
112	504	3961
113	507	3947
114	511	3933
115	514	3920
116	518	3909
117	521	3900
118	525	3887
119	529	3879
120	531	3863
121	534	3849
122	537	3835
123	541	3822
124	544	3809
125	546	3792
126	549	3778
127	552	3766
128	556	3757
129	560	3747
130	562	3732
131	565	3719
132	569	3709
133	572	3699
134	575	3685
135	577	3671
136	580	3657
137	583	3642
138	586	3631
139	589	3623
140	593	3615
141	596	3605
142	600	3599
143	603	3585
144	606	3575
145	609	3566
146	612	3556
147	616	3547
148	619	3537
149	623	3530
150	626	3520
151	629	3511
152	632	3503
153	636	3494
154	638	3482
155	641	3472
156	645	3463
157	648	3453
158	650	3443
159	655	3440
160	658	3432
161	661	3422
162	664	3412
163	668	3405
164	671	3397
165	675	3391
166	678	3381
167	681	3373
168	686	3375
169	693	3385
170	697	3380
171	702	3380
172	707	3380
173	710	3373
174	715	3375
175	719	3368
176	722	3359
177	725	3348
178	728	3340
179	733	3343
180	737	3336
181	740	3330
182	744	3321
183	747	3312
184	750	3307
185	753	3299
186	757	3291
187	759	3282
188	763	3275
189	767	3273
190	771	3267
191	774	3258
192	779	3258
193	782	3251
194	785	3243
195	788	3234
196	791	3227
197	795	3220
198	798	3215
199	802	3209
200	805	3202
201	808	3194
202	811	3185
203	814	3178
204	817	3171
205	822	3171
206	825	3163
207	829	3158
208	832	3150
209	835	3144
210	838	3136
211	841	3128
212	844	3122
213	848	3118
214	852	3110
215	855	3104
216	858	3097
217	861	3089
218	864	3081
219	867	3077
220	871	3071
221	874	3065
222	877	3058
223	880	3049
224	882	3040
225	885	3033
226	888	3026
227	893	3026
228	899	3029
229	903	3024
230	909	3027
231	912	3020
232	915	3013
233	918	3007
234	921	3000
235	924	2993
236	927	2985
237	929	2977
238	932	2970
239	937	2969
240	941	2964
241	944	2958
242	947	2951
243	950	2945
244	953	2939
245	957	2933
246	960	2926
247	964	2923
248	976	2944
249	986	2959
250	992	2961
251	998	2962
252	1004	2965
253	1010	2968
254	1017	2971
255	1022	2972
256	1028	2974
257	1036	2980
258	1042	2982
259	1050	2989
260	1055	2989
261	1060	2988
262	1064	2984
263	1067	2976
264	1072	2974
265	1075	2968
266	1078	2961
267	1082	2955
268	1085	2949
269	1092	2952
270	1096	2948
271	1099	2942
272	1102	2935
273	1105	2928
274	1108	2922
275	1111	2916
276	1116	2913
277	1120	2909
278	1122	2901
279	1126	2897
280	1130	2891
281	1134	2887
282	1137	2881
283	1142	2880
284	1146	2877
285	1278	3193
286	1298	3225
287	1301	3218
288	1305	3211
289	1309	3205
290	1313	3199
291	1316	3192
292	1319	3184
293	1322	3175
294	1325	3168
295	1329	3161
296	1332	3153
297	1335	3146
298	1339	3139
299	1343	3133
300	1346	3127
301	1350	3120
302	1352	3112
303	1356	3105
304	1361	3102
305	1367	3100
306	1372	3098
307	1378	3096
308	1383	3094
309	1388	3091
310	1394	3088
311	1397	3082
312	1403	3080
313	1409	3078
314	1413	3073
315	1420	3074
316	1426	3073
317	1432	3072
318	1437	3069
319	1443	3066
320	1449	3066
321	1456	3065
322	1462	3064
323	1468	3063
324	1473	3060
325	1478	3057
326	1485	3056
327	1490	3054
328	1496	3052
329	1503	3052
330	1510	3053
331	1514	3047
332	1517	3040
333	1521	3033
334	1525	3027
335	1528	3021
336	1533	3016
337	1536	3009
338	1540	3002
339	1544	2997
340	1547	2991
341	1550	2983
342	1553	2976
343	1557	2969
344	1560	2962
345	1563	2955
346	1566	2948
347	1569	2940
348	1572	2933
349	1576	2927
350	1579	2921
351	1582	2914
352	1586	2907
353	1589	2900
354	1592	2893
355	1595	2886
356	1598	2879
357	1601	2872
358	1604	2865
359	1608	2859
360	1611	2852
361	1614	2845
362	1617	2839
363	1621	2832
364	1624	2826
365	1627	2818
366	1630	2811
367	1634	2806
368	1637	2800
369	1641	2794
370	1644	2787
371	1648	2783
372	1654	2781
373	1660	2779
374	1663	2772
375	1668	2768
376	1671	2762
377	1676	2758
378	1680	2752
379	1683	2747
380	1688	2743
381	1694	2741
382	1701	2741
383	1708	2740
384	1715	2740
385	1722	2740
386	1726	2733
387	1728	2726
388	1731	2720
389	1737	2718
390	1743	2715
391	1750	2715
392	1757	2713
393	1763	2712
394	1771	2713
395	1776	2709
396	1783	2708
397	1789	2707
398	1796	2705
399	1804	2706
400	1810	2705
401	1818	2704
402	1826	2705
403	1831	2702
404	1837	2699
405	1840	2693
406	1844	2686
407	1848	2681
408	1854	2679
409	1860	2677
410	1865	2674
411	1873	2673
412	1880	2672
413	1888	2673
414	1894	2670
415	1900	2668
416	1906	2666
417	1911	2660
418	1916	2656
419	1921	2653
420	1924	2647
421	1929	2643
422	1934	2639
423	1940	2636
424	1947	2634
425	1952	2630
426	1971	2646
427	1977	2642
428	1982	2639
429	1989	2637
430	1995	2634
431	2003	2633
432	2007	2628
433	2015	2627
434	2023	2627
435	2029	2625
436	2036	2624
437	2042	2621
438	2051	2622
439	2061	2623
440	2067	2621
441	2073	2617
442	2080	2615
443	2087	2613
444	2094	2612
445	2101	2610
446	2105	2604
447	2110	2600
448	2116	2597
449	2122	2594
450	2126	2589
451	2133	2587
452	2139	2583
453	2147	2582
454	2154	2580
455	2161	2578
456	2164	2571
457	2168	2566
458	2172	2561
459	2177	2556
460	2181	2550
461	2184	2543
462	2188	2537
463	2192	2532
464	2195	2525
465	2198	2519
466	2202	2513
467	2207	2509
468	2210	2503
469	2215	2497
470	2218	2491
471	2222	2486
472	2225	2479
473	2228	2473
474	2232	2467
475	2236	2461
476	2240	2456
477	2242	2449
478	2246	2443
479	2250	2438
480	2255	2433
481	2258	2427
482	2262	2421
483	2266	2416
484	2271	2411
485	2275	2406
486	2278	2400
487	2282	2394
488	2286	2389
489	2290	2384
490	2294	2378
491	2297	2371
492	2299	2365
493	2304	2360
494	2307	2353
495	2310	2347
496	2312	2340
497	2315	2334
498	2320	2329
499	2325	2325
500	2328	2318
501	2332	2313
502	2335	2308
503	2342	2304
504	2347	2301
505	2354	2299
506	2361	2296
507	2365	2291
508	2373	2289
509	2379	2286
510	2387	2284
511	2395	2283
512	2401	2280
513	2409	2278
514	2415	2275
515	2422	2272
516	2428	2268
517	2433	2264
518	2440	2261
519	2446	2258
520	2453	2255
521	2458	2251
522	2464	2247
523	2470	2244
524	2476	2241
525	2483	2237
526	2488	2233
527	2494	2230
528	2502	2227
529	2509	2224
530	2516	2222
531	2523	2220
532	2528	2215
533	2536	2213
534	2542	2209
535	2547	2204
536	2554	2202
537	2559	2197
538	2565	2194
539	2571	2190
540	2578	2187
541	2587	2186
542	2593	2182
543	2600	2180
544	2607	2177
545	2615	2174
546	2621	2171
547	2628	2167
548	2633	2163
549	2638	2158
550	2642	2153
551	2647	2148
552	2650	2142
553	2653	2136
554	2657	2130
555	2659	2123
556	2664	2119
557	2667	2113
558	2670	2107
559	2674	2101
560	2677	2095
561	2681	2090
562	2684	2083
563	2687	2077
564	2690	2071
565	2692	2064
566	2696	2059
567	2699	2053
568	2702	2047
569	2706	2041
570	2709	2035
571	2715	2031
572	2720	2027
573	2726	2023
574	2731	2018
575	2737	2015
576	2743	2011
577	2748	2006
578	2753	2001
579	2760	1999
580	2765	1994
581	2772	1991
582	2779	1988
583	2785	1984
584	2793	1981
585	2799	1977
586	2805	1974
587	2813	1971
588	2819	1967
589	2825	1963
590	2828	1957
591	2832	1951
592	2835	1946
593	2839	1940
594	2842	1935
595	2846	1929
596	2849	1923
597	2853	1918
598	2857	1912
599	2861	1907
600	2864	1901
601	2868	1896
602	2872	1891
603	2875	1885
604	2878	1879
605	2881	1873
606	2884	1867
607	2887	1861
608	2890	1855
609	2894	1850
610	2897	1844
611	2901	1839
612	2905	1834
613	2908	1828
614	2911	1822
615	2914	1816
616	2917	1810
617	2920	1805
618	2923	1799
619	2927	1794
620	2932	1789
621	2935	1783
622	2937	1777
623	2940	1772
624	2943	1766
625	2965	1771
626	2971	1767
627	2974	1762
628	2977	1756
629	2982	1751
630	2985	1745
631	2988	1740
632	2991	1734
633	2994	1728
634	2998	1723
635	3001	1718
636	3004	1712
637	3008	1707
638	3012	1701
639	3016	1696
640	3021	1692
641	3025	1687
642	3029	1681
643	3032	1676
644	3035	1670
645	3038	1664
646	3042	1659
647	3045	1654
648	3048	1648
649	3052	1643
650	3056	1638
651	3059	1632
652	3064	1628
653	3070	1624
654	3076	1620
655	3083	1616
656	3087	1611
657	3091	1606
658	3094	1601
659	3100	1596
660	3105	1592
661	3108	1587
662	3111	1581
663	3114	1576
664	3118	1570
665	3121	1565
666	3125	1560
667	3129	1555
668	3132	1549
669	3136	1544
670	3138	1539
671	3142	1533
672	3145	1528
673	3148	1522
674	3151	1517
675	3155	1512
676	3157	1506
677	3161	1501
678	3164	1496
679	3169	1491
680	3174	1486
681	3176	1481
682	3180	1475
683	3184	1471
684	3187	1465
685	3190	1460
686	3193	1455
687	3196	1449
688	3200	1444
689	3203	1439
690	3207	1434
691	3210	1428
692	3213	1423
693	3217	1418
694	3220	1413
695	3224	1408
696	3227	1403
697	3231	1398
698	3234	1392
699	3239	1388
700	3242	1383
701	3246	1378
702	3249	1372
703	3252	1367
704	3258	1363
705	3264	1359
706	3268	1354
707	3273	1350
708	3277	1345
709	3282	1340
710	3288	1336
711	3291	1331
712	3297	1327
713	3301	1322
714	3305	1317
715	3309	1312
716	3314	1308
717	3317	1302
718	3321	1298
719	3328	1294
720	3335	1290
721	3338	1285
722	3343	1280
723	3347	1276
724	3352	1271
725	3357	1267
726	3365	1263
727	3372	1259
728	3378	1256
729	3384	1251
730	3391	1248
731	3398	1244
732	3404	1240
733	3411	1236
734	3416	1231
735	3422	1227
736	3429	1223
737	3434	1219
738	3440	1215
739	3446	1210
740	3452	1206
741	3461	1203
742	3466	1198
743	3469	1193
744	3473	1189
745	3476	1183
746	3480	1178
747	3483	1173
748	3488	1168
749	3492	1164
750	3495	1158
751	3498	1153
752	3503	1149
753	3507	1144
754	3510	1139
755	3513	1133
756	3516	1128
757	3519	1123
758	3522	1118
759	3526	1113
760	3529	1108
761	3532	1103
762	3535	1098
763	3539	1093
764	3542	1088
765	3546	1083
766	3549	1078
767	3553	1073
768	3557	1068
769	3561	1063
770	3564	1058
771	3567	1053
772	3571	1048
773	3574	1043
774	3578	1038
775	3581	1033
776	3585	1028
777	3588	1024
778	3592	1019
779	3595	1014
780	3598	1008
781	3601	1003
782	3604	998
783	3608	994
784	3611	989
785	3615	984
786	3618	979
787	3621	974
788	3625	969
789	3629	964
790	3633	959
791	3636	955
792	3639	950
793	3642	945
794	3645	939
795	3649	935
796	3652	930
797	3655	925
798	3658	920
799	3662	915
800	3666	910
801	3669	906
802	3673	901
803	3676	896
804	3679	891
805	3682	886
806	3685	881
807	3689	876
808	3692	871
809	3696	867
810	3698	862
811	3702	857
812	3705	852
813	3708	847
814	3711	842
815	3714	837
816	3717	832
817	3720	827
818	3723	822
819	3727	818
820	3729	813
821	3733	808
822	3736	803
823	3740	798
824	3744	794
825	3747	789
826	3753	785
827	3758	780
828	3762	776
829	3767	771
830	3771	766
831	3775	762
832	3779	757
833	3784	753
834	3787	748
835	3792	743
836	3796	739
837	3800	734
838	3804	730
839	3808	725
840	3813	720
841	3816	716
842	3819	711
843	3824	706
844	3828	702
845	3831	697
846	3836	692
847	3839	688
848	3843	683
849	3847	678
850	3852	674
851	3855	669
852	3859	665
853	3864	660
854	3868	656
855	3872	651
856	3875	646
857	3882	642
858	3886	637
859	3891	633
860	3895	628
861	3898	624
862	3901	619
863	3905	614
864	3908	610
865	3911	605
866	3914	600
867	3917	595
868	3920	590
869	3924	586
870	3927	581
871	3931	577
872	3935	572
873	3937	567
874	3964	566
875	3968	561
876	3974	557
877	3980	553
878	3983	548
879	3987	543
880	3990	538
881	3993	534
882	3996	529
883	3999	524
884	4002	520
885	4005	515
886	4008	510
887	4011	505
888	4013	501
889	4017	496
890	4020	491
891	4024	487
892	4026	482
893	4030	477
894	4033	473
895	4035	468
896	4038	463
897	4041	459
898	4044	454
899	4048	449
900	4051	445
901	4054	440
902	4057	435
903	4060	431
904	4063	426
905	4066	421
906	4069	417
907	4073	412
908	4076	408
909	4080	403
910	4084	399
911	4087	394
912	4089	389
913	4092	385
914	4096	380
915	4099	375
916	4102	371
917	4105	366
918	4108	362
919	4112	357
920	4115	352
921	4118	348
922	4121	343
923	4124	339
924	4128	334
925	4130	330
926	4133	325
927	4139	321
928	4144	316
929	4151	312
930	4157	308
931	4161	303
932	4166	299
933	4170	294
934	4173	290
935	4176	285
936	4179	281
937	4185	276
938	4188	272
939	4192	267
940	4195	263
941	4198	258
942	4201	253
943	4204	249
944	4207	244
945	4210	240
946	4213	235
947	4216	231
948	4219	226
949	4223	222
950	4226	217
951	4230	213
952	4233	208
953	4236	204
954	4239	199
955	4243	195
956	4246	190
957	4249	186
958	4252	181
959	4256	177
960	4260	172
961	4263	168
962	4266	163
963	4269	159
964	4272	154
965	4275	150
966	4278	146
967	4282	141
968	4285	137
969	4289	132
970	4292	128
971	4295	123
972	4299	119
973	4303	114
974	4306	110
975	4310	105
976	4317	101
977	4323	97
978	4329	92
979	4335	88
980	4340	84
981	4345	79
982	4352	75
983	4357	70
984	4363	66
985	4368	62
986	4372	57
987	4378	53
988	4382	48
989	4389	44
990	4396	39
991	4402	35
992	4409	31
993	4415	26
994	4420	22
995	4426	17
996	4430	13
997	4435	8
998	4439	4
999	4447	0
