iter	Logloss
0	0.6644739457
1	0.6368182762
2	0.6110923843
3	0.5887956037
4	0.5689593228
5	0.5489825397
6	0.5272771139
7	0.5073416713
8	0.4887813417
9	0.4742105034
10	0.4595314957
11	0.4453255232
12	0.4337243678
13	0.420342843
14	0.4093824652
15	0.3933913667
16	0.3843606303
17	0.3770274737
18	0.3687026703
19	0.3598044207
20	0.3523959842
21	0.3426738374
22	0.336516331
23	0.3295965131
24	0.3236136323
25	0.3194749167
26	0.3143037359
27	0.3083626843
28	0.3033765188
29	0.2993854032
30	0.2937066597
31	0.28783722
32	0.2832527051
33	0.2785651425
34	0.2750837631
35	0.2723057688
36	0.2679491308
37	0.2649294068
38	0.2620361485
39	0.2592650464
40	0.2558277987
41	0.252291758
42	0.2499715107
43	0.2470580918
44	0.244156843
45	0.2425693031
46	0.2394538948
47	0.2360558049
48	0.233770476
49	0.2318131788
50	0.2290869067
51	0.2268209049
52	0.2247855429
53	0.2234770465
54	0.2224551227
55	0.2208467813
56	0.2185890435
57	0.2156703439
58	0.2138649062
59	0.2120934388
60	0.2105018783
61	0.2092462292
62	0.2077565721
63	0.2065294024
64	0.2048312621
65	0.2037133849
66	0.2024090274
67	0.2005497384
68	0.1991327775
69	0.1980615811
70	0.1964174146
71	0.1951029851
72	0.1942344776
73	0.1928345583
74	0.1921465147
75	0.1914601819
76	0.1902071718
77	0.1894483307
78	0.1882947068
79	0.1876937374
80	0.1862397282
81	0.1854641054
82	0.1843642094
83	0.1837799699
84	0.1826719464
85	0.181241637
86	0.1805223518
87	0.1797260649
88	0.178683707
89	0.1777071033
90	0.1770260313
91	0.1759755282
92	0.1743767866
93	0.1737198296
94	0.1722874078
95	0.1714777567
96	0.169996562
97	0.1691601042
98	0.1684353072
99	0.1673112216
100	0.1663154505
101	0.1653667593
102	0.1643336223
103	0.1630066692
104	0.162511642
105	0.1616821566
106	0.1613465831
107	0.1608427811
108	0.1603337475
109	0.1593276178
110	0.1587919397
111	0.157870365
112	0.1573876546
113	0.1569794146
114	0.1559638269
115	0.1550161572
116	0.1544867446
117	0.1541075171
118	0.1533332291
119	0.1517156033
120	0.1509185676
121	0.1499874434
122	0.1491419646
123	0.1480506568
